text,label
J'ai besoin de réserver un vol aller-retour de Dallas à Los Angeles du 2 au 10 mars,book_flight
Je voudrais savoir quels vols sont disponibles sur El Paso à Dallas le 10 juin pour moins de 300 $,book_flight
Combien coûte des frais de découvert pour la banque,out_of_scope
Quelle taille d'essuie-glace cette voiture prend-t-elle,out_of_scope
Quel est le plus grand état des États-Unis,out_of_scope
Quelle est la compagnie aérienne la plus populaire,out_of_scope
Combien de planètes avons-nous découvert,out_of_scope
Combien de côtés dans un hexagone,out_of_scope
Combien de temps dure l'hiver,out_of_scope
qui est l'entraîneur des Chicago Bulls,out_of_scope
Combien d'Oscars ont gagné les films Star Wars,out_of_scope
Veuillez trouver la capitale du Pakistan ,out_of_scope
qui est le personnage le plus effrayant de Start Trek,out_of_scope
Quelle est la durée de vie de la batterie moyenne d'un téléphone Android,out_of_scope
Quand Camus est-il mort,out_of_scope
Quand Nintendo a-t-il été créé,out_of_scope
Quel personnage Marvel est apparu dans le plus de films,out_of_scope
Quels sont les avantages de terminer le lycée,out_of_scope
Pouvez-vous me dire à quelle vitesse moyenne l'avion vers la Californie va,out_of_scope
Est-il possible de louer une voiture à la Laguardia du mardi au vendredi,out_of_scope
Que vaut un dollar au Mexique,out_of_scope
Quel est le taux de change entre l'USD et l'euro,out_of_scope
Pouvez-vous me dire le fuseau horaire à San Francisco,out_of_scope
Quels sont les meilleurs endroits à visiter en été ?,travel_suggestion
Recommandez-moi une destination pour un voyage en famille.,travel_suggestion
Où devrais-je aller pour un week-end en amoureux ?,travel_suggestion
Quels sont les pays les plus sûrs pour voyager seul ?,travel_suggestion
Puis-je emporter une bouteille d'eau dans mon bagage cabine ?,carry_on
Quels objets sont interdits en cabine ?,carry_on
Quelle est la taille maximale autorisée pour un bagage à main ?,carry_on
Peut-on prendre une valise et un sac à dos en cabine ?,carry_on
Comment dire 'merci' en japonais ?,translate
"Traduisez cette phrase en espagnol : 'Je voudrais un café, s'il vous plaît.'",translate
Quel est l'équivalent de 'bonjour' en allemand ?,translate
Pouvez-vous traduire 'bonne journée' en italien ?,translate
Que faire si ma valise n'arrive pas à destination ?,lost_luggage
"J'ai perdu mes bagages, comment les retrouver ?",lost_luggage
À qui dois-je m'adresser pour un bagage perdu ?,lost_luggage
Que faire si ma valise a été envoyée au mauvais aéroport ?,lost_luggage
Comment réserver une chambre d'hôtel en ligne ?,book_hotel
Pouvez-vous m'aider à trouver un hôtel pas cher à Paris ?,book_hotel
Quels sont les meilleurs sites pour réserver un hôtel ?,book_hotel
Puis-je annuler une réservation d'hôtel gratuitement ?,book_hotel
Comment savoir si mon vol est retardé ?,flight_status
Quelle est l'heure d'arrivée prévue de mon vol ?,flight_status
"Mon vol a été annulé, que dois-je faire ?",flight_status
Comment vérifier l'état de mon vol en temps réel ?,flight_status
Comment réserver un billet d'avion au meilleur prix ?,book_flight
Quels sont les sites qui proposent des vols pas chers ?,book_flight
Puis-je modifier ma réservation de vol après l'achat ?,book_flight
Y a-t-il des offres spéciales pour les billets d'avion ?,book_flight
Y a-t-il des restrictions de voyage en ce moment ?,travel_alert
Comment savoir si une destination est dangereuse ?,travel_alert
Y a-t-il des alertes sanitaires pour ce pays ?,travel_alert
Les frontières sont-elles ouvertes pour les touristes ?,travel_alert
Quel est le score du dernier match de football ?,out_of_scope
Comment réparer une fuite d'eau dans ma maison ?,out_of_scope
Quels sont les ingrédients pour faire un gâteau au chocolat ?,out_of_scope
Peut-on adopter un chien sans passer par un refuge ?,out_of_scope
Peux-tu traduire cette phrase en anglais ?,translate
Comment exprime-t-on 'bonne journée' en italien ?,translate
"J'aimerais dire 'merci beaucoup' en japonais, peux-tu m'aider ?",translate
Y a-t-il des restrictions de voyage pour le Canada ?,travel_alert
Est-ce que ma destination est touchée par une alerte de sécurité ?,travel_alert
Quels pays sont actuellement en alerte rouge pour les voyages ?,travel_alert
Mon vol AF123 est-il à l'heure ?,flight_status
Peux-tu me donner le statut du vol BA456 ?,flight_status
Le vol de Paris à New York est-il retardé ?,flight_status
"J'ai perdu mes bagages à l'aéroport, que dois-je faire ?",lost_luggage
"Ma valise n'est pas arrivée, comment la retrouver ?",lost_luggage
À qui dois-je m'adresser pour un bagage perdu ?,lost_luggage
Où devrais-je partir en vacances cet été ?,travel_suggestion
Quel est le meilleur endroit pour un voyage en famille ?,travel_suggestion
As-tu une idée de destination pour un week-end romantique ?,travel_suggestion
Quels objets sont autorisés en bagage à main ?,carry_on
Puis-je emporter un ordinateur portable en cabine ?,carry_on
Quelle est la taille maximale d'un bagage cabine ?,carry_on
Peux-tu m'aider à réserver un hôtel à Tokyo ?,book_hotel
Je cherche un hôtel à Londres pour la semaine prochaine.,book_hotel
Quel est le meilleur hôtel à New York dans mon budget ?,book_hotel
Je veux réserver un vol pour Barcelone.,book_flight
Quels sont les vols disponibles pour Rome demain ?,book_flight
Peux-tu m'aider à trouver un billet d'avion pas cher ?,book_flight
Quel est le cours du Bitcoin aujourd'hui ?,out_of_scope
Peux-tu me recommander un bon restaurant à Paris ?,out_of_scope
Quelle est la météo pour demain ?,out_of_scope
